body_type,sex,diet,shower_freq,heat_energy_source,transport,vehicle_type,social,monthly_grocery_bill,air_travel_freq,vehicle_km,waste_bag_size,waste_bag_count,tv_daily_time,monthly_clothes,internet_daily_time,energy_eff,recycling,cooking_with,CarbonEmission
normal,male,omnivore,twice a day,coal,private,hybrid,sometimes,212,frequently,7099,extra large,7,3.760776598,31,1.015809888,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4072
underweight,female,vegetarian,twice a day,coal,walk/bicycle,,often,172,frequently,74,small,1,23.48467667,2,20.34588395,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove'],1245
normal,male,omnivore,more frequently,wood,public,,never,228,frequently,940,large,5,16.74374112,35,0.883507676,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2866
normal,female,vegan,daily,coal,public,,often,256,very frequently,236,small,3,8.848088065,7,5.297148288,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2136
normal,female,vegan,twice a day,electricity,private,petrol,sometimes,213,frequently,1544,small,3,0.506555614,10,1.247875181,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",1670
underweight,female,vegetarian,less frequently,electricity,walk/bicycle,,often,59,rarely,69,medium,3,10.25179967,12,5.140997021,Sometimes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",783
normal,male,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,243,frequently,24,small,6,23.36124848,36,2.67728066,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",1668
normal,female,vegan,twice a day,natural gas,public,,sometimes,202,rarely,733,medium,7,13.50578473,25,11.12867644,Yes,"['Paper', 'Metal']","['Oven', 'Microwave']",1403
obese,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,74,never,86,medium,3,19.63310745,20,1.502202724,Yes,"['Paper', 'Plastic']",['Oven'],1106
underweight,male,vegan,daily,natural gas,private,lpg,sometimes,272,never,2850,small,3,7.470614799,41,10.08280266,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1977
normal,female,omnivore,daily,natural gas,private,electric,never,157,very frequently,9199,large,5,13.92830924,27,3.31985161,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2375
normal,female,vegetarian,less frequently,coal,public,,often,50,very frequently,1056,small,4,7.262554579,35,16.00691452,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",2383
obese,male,pescatarian,less frequently,wood,public,,sometimes,272,frequently,948,medium,5,0.728573615,38,4.305635914,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2512
underweight,female,omnivore,more frequently,wood,private,electric,never,278,frequently,3203,medium,6,23.19781221,14,14.07110315,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1744
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,,often,226,very frequently,63,small,4,5.970279138,9,1.184586953,Sometimes,"['Paper', 'Plastic', 'Metal']",[],2045
overweight,female,vegetarian,twice a day,electricity,public,,often,62,never,1580,large,7,12.91982727,47,1.823675209,No,['Glass'],"['Grill', 'Airfryer']",1868
underweight,male,vegan,twice a day,electricity,private,petrol,never,100,rarely,6921,medium,2,11.30591624,3,20.0749129,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",3250
underweight,female,pescatarian,daily,electricity,walk/bicycle,,sometimes,252,very frequently,68,medium,3,11.16649536,11,16.95271604,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",1749
normal,female,pescatarian,daily,coal,public,,sometimes,259,never,159,small,7,16.85431863,38,2.150365836,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1635
obese,female,pescatarian,twice a day,natural gas,private,petrol,sometimes,189,rarely,4096,small,6,15.06940362,5,10.99286372,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2921
obese,male,vegetarian,daily,electricity,public,,never,54,never,1295,medium,3,5.551851494,10,1.261610905,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],477
overweight,male,vegan,daily,wood,public,,sometimes,155,rarely,709,extra large,6,7.969927846,26,10.24004548,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",2384
obese,male,vegan,more frequently,wood,private,electric,never,100,frequently,6329,large,5,16.25229345,19,21.60454216,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],2259
normal,male,omnivore,twice a day,natural gas,public,,often,147,never,1806,large,4,17.24266521,23,1.74347839,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",1782
underweight,male,pescatarian,more frequently,coal,walk/bicycle,,never,217,never,2,large,6,21.54916233,32,6.039043014,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1788
obese,female,vegetarian,twice a day,electricity,walk/bicycle,,often,263,frequently,84,medium,5,0.092525368,38,16.15033732,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2078
obese,male,pescatarian,more frequently,natural gas,private,hybrid,sometimes,180,rarely,1249,medium,1,6.608357498,25,4.099811598,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1629
overweight,female,omnivore,more frequently,electricity,walk/bicycle,,sometimes,83,very frequently,32,medium,6,20.51992573,22,11.92543934,No,"['Paper', 'Plastic', 'Metal']",['Oven'],2191
obese,female,pescatarian,daily,natural gas,private,petrol,never,111,rarely,1420,large,3,8.64383232,29,7.413610098,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],2045
obese,male,vegetarian,twice a day,wood,private,diesel,often,174,frequently,2330,large,4,4.467587236,8,11.35267823,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",2927
overweight,female,pescatarian,daily,natural gas,walk/bicycle,,often,112,frequently,57,large,6,13.81110544,6,17.64419572,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2010
overweight,female,vegan,twice a day,electricity,walk/bicycle,,never,277,very frequently,75,small,5,21.1421307,47,13.72292901,Sometimes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",2287
underweight,male,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,77,never,51,extra large,1,7.880639211,47,4.148382461,No,['Metal'],"['Stove', 'Microwave']",1070
overweight,female,vegan,less frequently,wood,private,diesel,often,61,never,7973,large,1,9.53576829,27,3.901100287,Sometimes,['Metal'],"['Oven', 'Microwave']",2915
obese,male,vegan,more frequently,coal,private,petrol,often,225,frequently,9303,large,2,11.36768271,5,9.055352097,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",6232
normal,male,vegan,less frequently,electricity,private,lpg,sometimes,203,frequently,2360,small,4,5.170225499,47,11.31678023,No,['Glass'],"['Stove', 'Microwave']",2605
overweight,female,vegan,more frequently,natural gas,private,diesel,often,268,frequently,5402,medium,5,2.094950717,34,14.35938519,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",3537
obese,female,omnivore,twice a day,electricity,walk/bicycle,,often,66,very frequently,38,large,3,17.70332442,32,5.186326767,No,['Glass'],"['Stove', 'Oven', 'Microwave']",2894
underweight,male,vegan,twice a day,wood,private,hybrid,often,206,very frequently,3694,extra large,2,16.84821725,40,11.28974164,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3252
obese,male,omnivore,twice a day,coal,walk/bicycle,,sometimes,259,very frequently,11,large,2,0.446917353,38,14.15000132,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3729
overweight,male,pescatarian,more frequently,wood,private,electric,sometimes,261,very frequently,2184,extra large,4,6.918249128,22,12.34132075,Sometimes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",3148
overweight,male,vegan,more frequently,electricity,walk/bicycle,,sometimes,152,very frequently,48,large,7,3.19937359,40,20.06483378,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3249
underweight,female,vegan,less frequently,wood,public,,sometimes,137,frequently,465,medium,7,14.4357732,29,23.12008017,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1868
normal,male,vegan,more frequently,electricity,private,diesel,sometimes,293,frequently,4576,small,4,17.42904667,3,1.893757778,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2325
underweight,female,omnivore,daily,electricity,private,hybrid,never,232,frequently,5868,large,7,0.416603138,1,7.990783924,No,"['Plastic', 'Metal']",['Stove'],2436
obese,male,pescatarian,more frequently,electricity,public,,never,274,never,864,medium,2,4.600705125,9,6.290845647,Sometimes,"['Glass', 'Metal']",['Oven'],882
obese,female,vegan,more frequently,wood,public,,sometimes,65,rarely,382,large,1,0.416955196,1,13.42685319,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",858
underweight,male,omnivore,twice a day,wood,private,hybrid,sometimes,172,never,9375,small,4,19.82972767,46,16.3598379,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",3142
underweight,male,omnivore,daily,electricity,public,,never,165,very frequently,364,extra large,7,20.23964071,26,16.09728052,Yes,"['Plastic', 'Metal']",[],2898
obese,male,vegetarian,more frequently,electricity,public,,sometimes,148,rarely,518,large,4,5.46410498,40,1.38622496,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1610
underweight,female,pescatarian,twice a day,natural gas,walk/bicycle,,never,90,very frequently,48,large,6,13.06546369,26,16.8100374,No,['Glass'],"['Stove', 'Oven', 'Microwave']",2425
normal,male,pescatarian,twice a day,electricity,private,lpg,never,296,rarely,9928,extra large,6,7.16855399,49,20.19941531,Sometimes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",4934
overweight,male,omnivore,daily,wood,walk/bicycle,,sometimes,214,rarely,13,small,1,9.446617219,42,22.96895016,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1773
normal,male,vegan,more frequently,wood,private,lpg,sometimes,135,frequently,3570,large,5,4.505904222,48,3.354083545,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3235
obese,female,pescatarian,twice a day,wood,private,hybrid,sometimes,288,frequently,1748,medium,3,18.3529753,23,8.533088751,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2451
underweight,female,vegetarian,less frequently,wood,private,petrol,never,239,rarely,9336,small,5,12.57985539,1,0.921032157,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave']",3491
obese,female,omnivore,more frequently,electricity,private,hybrid,often,187,very frequently,2710,extra large,6,16.10273013,13,8.541945241,Sometimes,['Glass'],[],3767
normal,female,vegetarian,daily,coal,private,diesel,often,228,very frequently,8964,extra large,1,23.14527265,7,5.890636075,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4333
underweight,female,omnivore,twice a day,electricity,walk/bicycle,,sometimes,142,frequently,42,extra large,6,20.16232171,33,6.677939741,Sometimes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",2095
obese,male,omnivore,twice a day,wood,private,hybrid,sometimes,255,rarely,2221,large,7,1.294374314,2,2.639255316,No,"['Plastic', 'Glass']",['Microwave'],2857
underweight,male,omnivore,daily,electricity,private,lpg,often,292,rarely,9213,large,2,8.470028458,29,4.615638405,Sometimes,[],"['Stove', 'Microwave']",4277
obese,female,vegetarian,daily,coal,walk/bicycle,,often,182,frequently,31,extra large,4,7.332775953,19,2.491631474,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",2517
normal,male,vegan,daily,electricity,public,,never,237,rarely,986,small,2,10.50027269,7,4.19788864,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",579
overweight,female,vegetarian,more frequently,electricity,private,lpg,never,178,rarely,8806,extra large,7,19.04367295,19,21.62752124,Yes,['Glass'],"['Stove', 'Oven']",4092
underweight,male,pescatarian,daily,coal,walk/bicycle,,never,75,never,18,large,4,17.83444047,39,20.37563938,No,['Paper'],"['Stove', 'Oven']",1573
overweight,female,omnivore,more frequently,coal,public,,sometimes,84,very frequently,955,medium,2,10.38944103,29,17.69065032,No,"['Plastic', 'Glass']",['Stove'],2761
overweight,female,omnivore,daily,wood,public,,often,107,never,1377,medium,1,3.143335125,27,18.43578608,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1227
normal,male,pescatarian,daily,coal,public,,sometimes,109,very frequently,1069,small,4,1.767458232,26,20.19427736,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2694
overweight,female,omnivore,more frequently,electricity,private,lpg,often,81,rarely,337,medium,7,21.51929311,30,20.13248692,No,['Metal'],['Oven'],1591
overweight,female,omnivore,less frequently,electricity,walk/bicycle,,sometimes,197,very frequently,67,large,7,10.09824629,15,5.010335498,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2608
overweight,female,pescatarian,twice a day,electricity,public,,never,114,very frequently,1855,small,1,16.82948986,28,1.655132977,No,['Metal'],"['Stove', 'Grill', 'Airfryer']",2195
obese,female,vegetarian,daily,natural gas,walk/bicycle,,sometimes,244,frequently,29,medium,4,8.826017667,28,20.60794536,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2070
normal,male,vegetarian,twice a day,natural gas,walk/bicycle,,never,119,rarely,57,extra large,4,11.77101163,50,2.971977342,Yes,"['Plastic', 'Glass']",['Oven'],2022
normal,female,omnivore,more frequently,natural gas,public,,never,297,rarely,1533,extra large,1,0.437604322,15,7.497078912,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1417
obese,male,pescatarian,daily,natural gas,walk/bicycle,,never,289,very frequently,95,medium,6,20.92035176,29,14.80704876,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3227
normal,male,omnivore,less frequently,natural gas,private,hybrid,often,174,frequently,239,large,4,10.1938108,34,18.26817409,Yes,['Paper'],"['Oven', 'Microwave']",2435
normal,male,vegetarian,daily,natural gas,walk/bicycle,,often,172,very frequently,73,extra large,5,16.28345134,14,14.20696515,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2922
normal,male,pescatarian,more frequently,coal,public,,often,168,very frequently,639,large,5,6.545982939,43,8.737047852,Yes,"['Paper', 'Glass', 'Metal']",[],3144
underweight,male,omnivore,more frequently,wood,public,,often,206,never,853,large,1,15.22733607,0,0.617939852,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1178
obese,male,vegan,less frequently,natural gas,walk/bicycle,,sometimes,193,very frequently,35,medium,1,2.583736093,32,11.85578503,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2863
overweight,male,vegetarian,daily,wood,walk/bicycle,,sometimes,231,rarely,20,large,5,2.34831309,9,12.55373609,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",1557
normal,female,vegan,more frequently,electricity,private,petrol,never,55,frequently,7749,small,6,7.647836697,15,5.003541883,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3758
underweight,male,vegan,more frequently,coal,public,,often,291,never,1558,small,7,9.210661575,13,16.51995333,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1381
underweight,female,pescatarian,more frequently,coal,walk/bicycle,,never,111,very frequently,70,small,4,23.41234168,14,5.231826638,No,"['Plastic', 'Glass', 'Metal']",['Stove'],1979
normal,female,vegetarian,more frequently,electricity,private,hybrid,sometimes,171,very frequently,5847,small,6,13.21444969,10,22.78158362,No,"['Paper', 'Plastic', 'Glass']",[],2385
obese,female,vegan,daily,coal,walk/bicycle,,never,133,frequently,4,large,4,5.700110555,3,17.66414925,No,[],"['Stove', 'Oven']",2165
overweight,male,omnivore,daily,wood,walk/bicycle,,often,295,rarely,63,large,2,11.6507019,3,6.299596903,Sometimes,['Plastic'],"['Stove', 'Oven']",1776
obese,male,vegan,twice a day,natural gas,public,,sometimes,130,frequently,1910,small,4,16.71789553,48,1.447360403,Sometimes,"['Plastic', 'Metal']",[],2461
normal,male,vegan,more frequently,natural gas,walk/bicycle,,often,108,never,39,small,1,20.66246673,13,8.079323045,Yes,['Paper'],"['Grill', 'Airfryer']",964
obese,male,vegan,twice a day,wood,public,,never,170,frequently,1603,small,3,20.21931752,41,23.87709317,No,"['Plastic', 'Glass']",[],2665
obese,female,omnivore,daily,electricity,private,electric,sometimes,145,very frequently,9277,medium,2,13.21878499,36,12.08764328,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2352
overweight,female,vegan,daily,electricity,public,,never,259,never,743,large,2,16.93028795,21,15.85481616,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1050
obese,male,vegetarian,less frequently,coal,public,,sometimes,63,never,830,small,4,20.7227043,2,10.96256687,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",1339
overweight,male,omnivore,daily,coal,public,,never,196,frequently,102,small,4,4.682834017,44,16.84078428,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2517
obese,male,vegan,more frequently,coal,public,,often,259,frequently,1339,extra large,7,15.87265955,35,1.7469326,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",3501
normal,female,vegan,more frequently,electricity,private,hybrid,sometimes,53,frequently,2016,small,2,16.54478988,13,6.667250975,No,['Metal'],"['Grill', 'Airfryer']",1394
underweight,female,pescatarian,more frequently,electricity,public,,never,86,frequently,1350,medium,7,19.12546111,31,10.12749408,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1882
normal,male,vegetarian,twice a day,wood,private,electric,sometimes,86,rarely,6492,large,7,17.76269137,30,21.23575444,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1946
underweight,female,pescatarian,twice a day,natural gas,private,hybrid,sometimes,156,never,729,medium,4,11.36916538,46,6.366115333,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1473
normal,male,omnivore,less frequently,coal,public,,never,144,frequently,1031,small,6,11.5639298,21,9.972267098,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2094
